id,name,age,education
user-1897,User 1897,45,Bachelor
user-1898,User 1898,47,Master
user-1899,User 1899,55,PhD
,User 1900,-1,
user-1901,User 1901,46,Bachelor
user-1902,User 1902,59,Bachelor
user-1903,User 1903,25,High School
user-1904,User 1904,20,High School
user-1905,User 1905,32,Bachelor
user-1906,User 1906,54,PhD
user-1907,User 1907,62,Bachelor
user-1908,User 1908,62,Master
user-1909,User 1909,50,High School
user-1910,User 1910,54,Bachelor
user-1911,User 1911,41,Master
user-1912,User 1912,50,PhD
user-1913,User 1913,50,PhD
user-1914,User 1914,37,Master
user-1915,User 1915,63,PhD
user-1916,User 1916,57,Master
user-1917,User 1917,50,High School
user-1918,User 1918,20,Master
user-1919,User 1919,25,Bachelor
user-1920,User 1920,42,PhD
user-1921,User 1921,33,High School
user-1922,User 1922,56,Bachelor
user-1923,User 1923,47,Master
user-1924,User 1924,31,Bachelor
,User 1925,-1,
user-1926,User 1926,23,Master
user-1927,User 1927,38,Master
user-1928,User 1928,18,High School
user-1929,User 1929,43,Master
user-1930,User 1930,46,High School
user-1931,User 1931,31,PhD
user-1932,User 1932,45,High School
user-1933,User 1933,58,PhD
user-1934,User 1934,46,PhD
user-1935,User 1935,28,PhD
user-1936,User 1936,51,Master
user-1937,User 1937,46,High School
user-1938,User 1938,20,PhD
user-1939,User 1939,47,PhD
user-1940,User 1940,20,Master
user-1941,User 1941,24,Master
user-1942,User 1942,35,Bachelor
user-1943,User 1943,44,High School
user-1944,User 1944,61,High School
user-1945,User 1945,38,PhD
user-1946,User 1946,29,PhD
user-1947,User 1947,38,Master
user-1948,User 1948,61,Bachelor
user-1949,User 1949,33,PhD
,User 1950,-1,
user-1951,User 1951,50,Master
user-1952,User 1952,22,PhD
user-1953,User 1953,46,Master
user-1954,User 1954,64,High School
user-1955,User 1955,49,High School
user-1956,User 1956,33,Bachelor
user-1957,User 1957,63,Master
user-1958,User 1958,34,High School
user-1959,User 1959,30,PhD
user-1960,User 1960,18,PhD
user-1961,User 1961,49,PhD
user-1962,User 1962,45,High School
user-1963,User 1963,62,Bachelor
user-1964,User 1964,32,High School
user-1965,User 1965,23,Bachelor
user-1966,User 1966,47,Master
user-1967,User 1967,30,Master
user-1968,User 1968,47,Bachelor
user-1969,User 1969,47,Bachelor
user-1970,User 1970,28,Bachelor
user-1971,User 1971,54,Master
user-1972,User 1972,23,PhD
user-1973,User 1973,32,PhD
user-1974,User 1974,56,PhD
,User 1975,-1,
user-1976,User 1976,35,PhD
user-1977,User 1977,44,Bachelor
user-1978,User 1978,25,PhD
user-1979,User 1979,40,PhD
user-1980,User 1980,35,Master
user-1981,User 1981,47,High School
user-1982,User 1982,31,High School
user-1983,User 1983,59,Master
user-1984,User 1984,46,PhD
user-1985,User 1985,34,High School
user-1986,User 1986,39,Master
user-1987,User 1987,23,Master
user-1988,User 1988,37,High School
user-1989,User 1989,22,PhD
user-1990,User 1990,46,PhD
user-1991,User 1991,65,High School
user-1992,User 1992,34,Bachelor
user-1993,User 1993,52,Bachelor
user-1994,User 1994,61,Bachelor
user-1995,User 1995,37,High School
user-1996,User 1996,39,PhD
user-1997,User 1997,22,High School
user-1998,User 1998,51,Bachelor
user-1999,User 1999,35,High School
,User 2000,-1,
user-2001,User 2001,56,Bachelor
user-2002,User 2002,60,Master
user-2003,User 2003,65,Bachelor
user-2004,User 2004,21,High School
user-2005,User 2005,46,Bachelor
user-2006,User 2006,21,High School
user-2007,User 2007,35,PhD
user-2008,User 2008,28,PhD
user-2009,User 2009,54,PhD
user-2010,User 2010,27,Master
user-2011,User 2011,23,PhD
user-2012,User 2012,27,Master
user-2013,User 2013,65,Master
user-2014,User 2014,23,Master
user-2015,User 2015,30,Bachelor
user-2016,User 2016,64,Master
user-2017,User 2017,45,High School
user-2018,User 2018,18,High School
user-2019,User 2019,53,Bachelor
user-2020,User 2020,53,Bachelor
user-2021,User 2021,25,Bachelor
user-2022,User 2022,26,Bachelor
user-2023,User 2023,20,Bachelor
user-2024,User 2024,49,High School
,User 2025,-1,
user-2026,User 2026,52,High School
user-2027,User 2027,34,High School
user-2028,User 2028,61,Bachelor
user-2029,User 2029,35,Bachelor
user-2030,User 2030,20,High School
user-2031,User 2031,39,Bachelor
user-2032,User 2032,49,High School
user-2033,User 2033,59,High School
user-2034,User 2034,51,Master
user-2035,User 2035,54,High School
user-2036,User 2036,20,PhD
user-2037,User 2037,57,Bachelor
user-2038,User 2038,55,Master
user-2039,User 2039,23,PhD
user-2040,User 2040,56,Bachelor
user-2041,User 2041,49,Bachelor
user-2042,User 2042,39,High School
user-2043,User 2043,40,High School
user-2044,User 2044,64,High School
user-2045,User 2045,21,High School
user-2046,User 2046,53,PhD
user-2047,User 2047,53,Master
user-2048,User 2048,37,PhD
user-2049,User 2049,65,Master
,User 2050,-1,
user-2051,User 2051,50,Bachelor
user-2052,User 2052,56,Bachelor
user-2053,User 2053,33,Master
user-2054,User 2054,34,PhD
user-2055,User 2055,31,High School
user-2056,User 2056,39,PhD
user-2057,User 2057,59,Master
user-2058,User 2058,25,High School
user-2059,User 2059,34,Bachelor
user-2060,User 2060,47,Bachelor
user-2061,User 2061,39,PhD
user-2062,User 2062,53,PhD
user-2063,User 2063,61,Master
user-2064,User 2064,49,High School
user-2065,User 2065,45,High School
user-2066,User 2066,33,Master
user-2067,User 2067,40,High School
user-2068,User 2068,33,Bachelor
user-2069,User 2069,19,High School
user-2070,User 2070,29,High School
user-2071,User 2071,53,High School
user-2072,User 2072,36,PhD
user-2073,User 2073,45,Bachelor
user-2074,User 2074,29,High School
,User 2075,-1,
user-2076,User 2076,64,High School
user-2077,User 2077,35,PhD
user-2078,User 2078,55,High School
user-2079,User 2079,59,Master
user-2080,User 2080,48,PhD
user-2081,User 2081,51,PhD
user-2082,User 2082,31,Master
user-2083,User 2083,20,PhD
user-2084,User 2084,47,Master
user-2085,User 2085,22,Bachelor
user-2086,User 2086,55,Master
user-2087,User 2087,46,Master
user-2088,User 2088,43,PhD
user-2089,User 2089,41,Master
user-2090,User 2090,55,High School
user-2091,User 2091,35,Bachelor
user-2092,User 2092,47,High School
user-2093,User 2093,48,Master
user-2094,User 2094,57,Bachelor
user-2095,User 2095,48,Bachelor
user-2096,User 2096,62,Bachelor
user-2097,User 2097,64,PhD
user-2098,User 2098,27,High School
user-2099,User 2099,62,PhD
,User 2100,-1,
user-2101,User 2101,26,High School
user-2102,User 2102,36,Master
user-2103,User 2103,42,Bachelor
user-2104,User 2104,23,Bachelor
user-2105,User 2105,65,Master
user-2106,User 2106,22,Master
user-2107,User 2107,20,Bachelor
user-2108,User 2108,63,Bachelor
user-2109,User 2109,30,High School
user-2110,User 2110,42,High School
user-2111,User 2111,22,High School
user-2112,User 2112,47,Master
user-2113,User 2113,61,Bachelor
user-2114,User 2114,22,Bachelor
user-2115,User 2115,60,High School
user-2116,User 2116,33,Master
user-2117,User 2117,43,Master
user-2118,User 2118,30,Master
user-2119,User 2119,47,Bachelor
user-2120,User 2120,57,High School
user-2121,User 2121,20,PhD
user-2122,User 2122,62,PhD
user-2123,User 2123,63,PhD
user-2124,User 2124,37,Bachelor
,User 2125,-1,
user-2126,User 2126,46,Master
user-2127,User 2127,27,PhD
user-2128,User 2128,41,Bachelor
user-2129,User 2129,39,Bachelor
user-2130,User 2130,29,Bachelor
user-2131,User 2131,58,Bachelor
user-2132,User 2132,53,Bachelor
user-2133,User 2133,61,High School
user-2134,User 2134,26,Master
user-2135,User 2135,47,Bachelor
user-2136,User 2136,43,High School
user-2137,User 2137,53,PhD
user-2138,User 2138,49,PhD
user-2139,User 2139,47,PhD
user-2140,User 2140,63,PhD
user-2141,User 2141,58,Bachelor
user-2142,User 2142,42,Master
user-2143,User 2143,49,PhD
user-2144,User 2144,45,Master
user-2145,User 2145,29,Bachelor
user-2146,User 2146,40,Bachelor
user-2147,User 2147,56,PhD
user-2148,User 2148,46,Bachelor
user-2149,User 2149,26,Bachelor
,User 2150,-1,
user-2151,User 2151,44,Master
user-2152,User 2152,46,PhD
user-2153,User 2153,59,PhD
user-2154,User 2154,53,PhD
user-2155,User 2155,44,PhD
user-2156,User 2156,39,Bachelor
user-2157,User 2157,59,Master
user-2158,User 2158,45,Bachelor
user-2159,User 2159,39,Master
user-2160,User 2160,59,PhD
user-2161,User 2161,47,Bachelor
user-2162,User 2162,60,PhD
user-2163,User 2163,34,High School
user-2164,User 2164,56,Master
user-2165,User 2165,56,High School
user-2166,User 2166,32,Bachelor
user-2167,User 2167,21,Master
user-2168,User 2168,38,PhD
user-2169,User 2169,60,Master
user-2170,User 2170,53,High School
user-2171,User 2171,49,Bachelor
user-2172,User 2172,31,Master
user-2173,User 2173,36,High School
user-2174,User 2174,46,PhD
,User 2175,-1,
user-2176,User 2176,45,PhD
user-2177,User 2177,24,Bachelor
user-2178,User 2178,46,Bachelor
user-2179,User 2179,29,Master
user-2180,User 2180,60,PhD
user-2181,User 2181,29,Bachelor
user-2182,User 2182,34,High School
user-2183,User 2183,48,High School
user-2184,User 2184,41,High School
user-2185,User 2185,57,High School
user-2186,User 2186,21,Master
user-2187,User 2187,44,Master
user-2188,User 2188,51,Bachelor
user-2189,User 2189,54,Master
user-2190,User 2190,34,High School
user-2191,User 2191,31,Bachelor
user-2192,User 2192,38,Master
user-2193,User 2193,50,Master
user-2194,User 2194,44,PhD
user-2195,User 2195,59,High School
user-2196,User 2196,44,Bachelor
user-2197,User 2197,57,High School
user-2198,User 2198,42,Master
user-2199,User 2199,28,PhD
,User 2200,-1,
user-2201,User 2201,30,High School
user-2202,User 2202,61,High School
user-2203,User 2203,26,High School
user-2204,User 2204,45,PhD
user-2205,User 2205,49,High School
user-2206,User 2206,45,PhD
user-2207,User 2207,30,High School
user-2208,User 2208,64,High School
user-2209,User 2209,22,Master
user-2210,User 2210,29,PhD
user-2211,User 2211,54,Master
user-2212,User 2212,43,High School
user-2213,User 2213,23,Bachelor
user-2214,User 2214,45,Bachelor
user-2215,User 2215,54,Bachelor
user-2216,User 2216,53,Bachelor
user-2217,User 2217,39,Bachelor
user-2218,User 2218,48,Master
user-2219,User 2219,19,PhD
user-2220,User 2220,60,PhD
user-2221,User 2221,27,Bachelor
user-2222,User 2222,62,Master
user-2223,User 2223,55,High School
user-2224,User 2224,53,High School
,User 2225,-1,
user-2226,User 2226,26,Bachelor
user-2227,User 2227,49,PhD
user-2228,User 2228,61,High School
user-2229,User 2229,25,High School
user-2230,User 2230,37,Bachelor
user-2231,User 2231,20,High School
user-2232,User 2232,45,High School
user-2233,User 2233,37,PhD
user-2234,User 2234,43,Master
user-2235,User 2235,35,High School
user-2236,User 2236,60,Bachelor
user-2237,User 2237,42,Bachelor
user-2238,User 2238,56,Master
user-2239,User 2239,20,High School
user-2240,User 2240,35,Master
user-2241,User 2241,46,Bachelor
user-2242,User 2242,57,PhD
user-2243,User 2243,49,High School
user-2244,User 2244,46,Master
user-2245,User 2245,38,Bachelor
user-2246,User 2246,56,High School
user-2247,User 2247,37,High School
user-2248,User 2248,20,High School
user-2249,User 2249,29,Master
,User 2250,-1,
user-2251,User 2251,36,High School
user-2252,User 2252,60,High School
user-2253,User 2253,19,High School
user-2254,User 2254,33,High School
user-2255,User 2255,51,PhD
user-2256,User 2256,21,Bachelor
user-2257,User 2257,40,Master
user-2258,User 2258,44,High School
user-2259,User 2259,40,High School
user-2260,User 2260,35,High School
user-2261,User 2261,38,High School
user-2262,User 2262,54,PhD
user-2263,User 2263,21,PhD
user-2264,User 2264,54,High School
user-2265,User 2265,61,Master
user-2266,User 2266,55,High School
user-2267,User 2267,21,Bachelor
user-2268,User 2268,29,PhD
user-2269,User 2269,48,High School
user-2270,User 2270,36,Master
user-2271,User 2271,37,Bachelor
user-2272,User 2272,35,PhD
user-2273,User 2273,48,Master
user-2274,User 2274,63,Bachelor
,User 2275,-1,
user-2276,User 2276,39,Bachelor
user-2277,User 2277,44,Bachelor
user-2278,User 2278,41,PhD
user-2279,User 2279,41,High School
user-2280,User 2280,34,PhD
user-2281,User 2281,41,Master
user-2282,User 2282,37,Bachelor
user-2283,User 2283,47,Master
user-2284,User 2284,31,PhD
user-2285,User 2285,27,High School
user-2286,User 2286,49,High School
user-2287,User 2287,62,PhD
user-2288,User 2288,57,High School
user-2289,User 2289,57,PhD
user-2290,User 2290,41,PhD
user-2291,User 2291,50,Bachelor
user-2292,User 2292,32,High School
user-2293,User 2293,28,PhD
user-2294,User 2294,30,Bachelor
user-2295,User 2295,27,Bachelor
user-2296,User 2296,36,High School
user-2297,User 2297,61,PhD
user-2298,User 2298,31,Bachelor
user-2299,User 2299,37,High School
,User 2300,-1,
user-2301,User 2301,19,Bachelor
user-2302,User 2302,55,High School
user-2303,User 2303,22,PhD
user-2304,User 2304,29,PhD
user-2305,User 2305,47,High School
user-2306,User 2306,44,Bachelor
user-2307,User 2307,57,High School
user-2308,User 2308,63,High School
user-2309,User 2309,62,PhD
user-2310,User 2310,31,Bachelor
user-2311,User 2311,56,PhD
user-2312,User 2312,58,Master
user-2313,User 2313,60,Bachelor
user-2314,User 2314,32,PhD
user-2315,User 2315,65,PhD
user-2316,User 2316,39,High School
user-2317,User 2317,31,High School
user-2318,User 2318,23,High School
user-2319,User 2319,19,Bachelor
user-2320,User 2320,58,High School
user-2321,User 2321,30,PhD
user-2322,User 2322,40,Master
user-2323,User 2323,19,PhD
user-2324,User 2324,32,PhD
,User 2325,-1,
user-2326,User 2326,27,Master
user-2327,User 2327,32,Master
user-2328,User 2328,20,Bachelor
user-2329,User 2329,27,PhD
user-2330,User 2330,53,Master
user-2331,User 2331,49,Master
user-2332,User 2332,52,Master
user-2333,User 2333,32,Master
user-2334,User 2334,63,Bachelor
user-2335,User 2335,42,Bachelor
user-2336,User 2336,35,High School
user-2337,User 2337,43,Bachelor
user-2338,User 2338,18,Bachelor
user-2339,User 2339,31,PhD
user-2340,User 2340,61,PhD
user-2341,User 2341,53,PhD
user-2342,User 2342,64,High School
user-2343,User 2343,62,High School
user-2344,User 2344,25,High School
user-2345,User 2345,39,PhD
user-2346,User 2346,34,Master
user-2347,User 2347,30,High School
user-2348,User 2348,65,Bachelor
user-2349,User 2349,37,High School
,User 2350,-1,
user-2351,User 2351,57,Bachelor
user-2352,User 2352,31,Master
user-2353,User 2353,31,Bachelor
user-2354,User 2354,27,Bachelor
user-2355,User 2355,42,PhD
user-2356,User 2356,59,Master
user-2357,User 2357,56,High School
user-2358,User 2358,26,Master
user-2359,User 2359,47,High School
user-2360,User 2360,41,High School
user-2361,User 2361,53,Master
user-2362,User 2362,61,PhD
user-2363,User 2363,20,High School
user-2364,User 2364,43,Master
user-2365,User 2365,65,Bachelor
user-2366,User 2366,27,PhD
user-2367,User 2367,53,Bachelor
user-2368,User 2368,61,Bachelor
user-2369,User 2369,56,Bachelor
user-2370,User 2370,53,Bachelor
user-2371,User 2371,26,Bachelor
user-2372,User 2372,61,High School
user-2373,User 2373,22,Bachelor
user-2374,User 2374,58,PhD
,User 2375,-1,
user-2376,User 2376,25,High School
user-2377,User 2377,39,High School
user-2378,User 2378,26,Master
user-2379,User 2379,47,Bachelor
user-2380,User 2380,65,PhD
user-2381,User 2381,58,PhD
user-2382,User 2382,24,Master
user-2383,User 2383,32,Bachelor
user-2384,User 2384,35,High School
user-2385,User 2385,31,High School
user-2386,User 2386,50,Master
user-2387,User 2387,63,High School
user-2388,User 2388,58,Master
user-2389,User 2389,41,Master
user-2390,User 2390,31,PhD
user-2391,User 2391,53,PhD
user-2392,User 2392,38,High School
user-2393,User 2393,18,High School
user-2394,User 2394,57,High School
user-2395,User 2395,20,High School
user-2396,User 2396,35,PhD
user-2397,User 2397,48,High School
user-2398,User 2398,52,PhD
user-2399,User 2399,40,High School
,User 2400,-1,
user-2401,User 2401,41,Master
user-2402,User 2402,30,Bachelor
user-2403,User 2403,64,High School
user-2404,User 2404,48,Master
user-2405,User 2405,29,PhD
user-2406,User 2406,34,Bachelor
user-2407,User 2407,25,Bachelor
user-2408,User 2408,32,Master
user-2409,User 2409,46,PhD
user-2410,User 2410,32,Master
user-2411,User 2411,36,Master
user-2412,User 2412,63,PhD
user-2413,User 2413,22,Bachelor
user-2414,User 2414,61,PhD
user-2415,User 2415,46,PhD
user-2416,User 2416,39,Master
user-2417,User 2417,63,Bachelor
user-2418,User 2418,65,Master
user-2419,User 2419,18,Master
user-2420,User 2420,53,Bachelor
user-2421,User 2421,25,Bachelor
user-2422,User 2422,45,Master
user-2423,User 2423,65,High School
user-2424,User 2424,57,High School
,User 2425,-1,
user-2426,User 2426,64,Master
user-2427,User 2427,58,Master
user-2428,User 2428,36,PhD
user-2429,User 2429,37,Master
user-2430,User 2430,23,Bachelor
user-2431,User 2431,37,High School
user-2432,User 2432,49,PhD
user-2433,User 2433,47,Bachelor
user-2434,User 2434,47,High School
user-2435,User 2435,24,Bachelor
user-2436,User 2436,47,High School
user-2437,User 2437,35,High School
user-2438,User 2438,32,Master
user-2439,User 2439,60,High School
user-2440,User 2440,27,Master
user-2441,User 2441,65,PhD
user-2442,User 2442,20,High School
user-2443,User 2443,39,High School
user-2444,User 2444,57,PhD
user-2445,User 2445,54,Bachelor
user-2446,User 2446,61,PhD
user-2447,User 2447,32,Bachelor
user-2448,User 2448,58,Bachelor
user-2449,User 2449,39,PhD
,User 2450,-1,
user-2451,User 2451,60,High School
user-2452,User 2452,38,High School
user-2453,User 2453,23,Bachelor
user-2454,User 2454,51,Bachelor
user-2455,User 2455,21,High School
user-2456,User 2456,59,Bachelor
user-2457,User 2457,36,High School
user-2458,User 2458,19,PhD
user-2459,User 2459,41,Master
user-2460,User 2460,18,High School
user-2461,User 2461,51,Bachelor
user-2462,User 2462,43,Master
user-2463,User 2463,51,Bachelor
user-2464,User 2464,55,High School
user-2465,User 2465,59,High School
user-2466,User 2466,45,Bachelor
user-2467,User 2467,54,Bachelor
user-2468,User 2468,55,PhD
user-2469,User 2469,25,PhD
user-2470,User 2470,53,Master
user-2471,User 2471,31,High School
user-2472,User 2472,45,Bachelor
user-2473,User 2473,36,Bachelor
user-2474,User 2474,56,Bachelor
,User 2475,-1,
user-2476,User 2476,57,Master
user-2477,User 2477,33,Bachelor
user-2478,User 2478,35,Master
user-2479,User 2479,33,Master
user-2480,User 2480,37,Master
user-2481,User 2481,36,High School
user-2482,User 2482,38,Master
user-2483,User 2483,50,PhD
user-2484,User 2484,48,PhD
user-2485,User 2485,62,PhD
user-2486,User 2486,37,Master
user-2487,User 2487,40,Master
user-2488,User 2488,38,Master
user-2489,User 2489,41,PhD
user-2490,User 2490,65,PhD
user-2491,User 2491,29,High School
user-2492,User 2492,43,Master
user-2493,User 2493,34,PhD
user-2494,User 2494,25,Master
user-2495,User 2495,57,Master
user-2496,User 2496,48,Bachelor
user-2497,User 2497,39,Bachelor
user-2498,User 2498,44,High School
user-2499,User 2499,24,Master
,User 2500,-1,
user-2501,User 2501,39,Master
user-2502,User 2502,53,Master
user-2503,User 2503,37,Bachelor
user-2504,User 2504,19,Master
user-2505,User 2505,45,High School
user-2506,User 2506,58,Bachelor
user-2507,User 2507,23,High School
user-2508,User 2508,39,High School
user-2509,User 2509,27,Master
user-2510,User 2510,49,Master
user-2511,User 2511,21,Master
user-2512,User 2512,48,Bachelor
user-2513,User 2513,35,Master
user-2514,User 2514,25,Master
user-2515,User 2515,18,High School
user-2516,User 2516,22,High School
user-2517,User 2517,47,Bachelor
user-2518,User 2518,52,PhD
user-2519,User 2519,20,Master
user-2520,User 2520,34,High School
user-2521,User 2521,42,Master
user-2522,User 2522,28,High School
user-2523,User 2523,41,Master
user-2524,User 2524,53,PhD
,User 2525,-1,
user-2526,User 2526,50,Master
user-2527,User 2527,65,Bachelor
user-2528,User 2528,42,High School
user-2529,User 2529,57,Master
user-2530,User 2530,37,Master
user-2531,User 2531,25,High School
user-2532,User 2532,64,High School
user-2533,User 2533,49,PhD
user-2534,User 2534,44,High School
user-2535,User 2535,41,Master
user-2536,User 2536,23,PhD
user-2537,User 2537,25,Master
user-2538,User 2538,48,PhD
user-2539,User 2539,41,Master
user-2540,User 2540,62,Master
user-2541,User 2541,31,High School
user-2542,User 2542,50,High School
user-2543,User 2543,34,High School
user-2544,User 2544,20,Bachelor
user-2545,User 2545,49,Master
user-2546,User 2546,58,Bachelor
user-2547,User 2547,57,PhD
user-2548,User 2548,61,High School
user-2549,User 2549,36,PhD
,User 2550,-1,
user-2551,User 2551,47,Bachelor
user-2552,User 2552,62,High School
user-2553,User 2553,62,High School
user-2554,User 2554,27,Bachelor
user-2555,User 2555,19,PhD
user-2556,User 2556,61,Master
user-2557,User 2557,60,Master
user-2558,User 2558,46,Bachelor
user-2559,User 2559,42,Bachelor
user-2560,User 2560,62,High School
user-2561,User 2561,26,Master
user-2562,User 2562,26,PhD
user-2563,User 2563,53,High School
user-2564,User 2564,60,Master
user-2565,User 2565,42,Master
user-2566,User 2566,40,PhD
user-2567,User 2567,63,High School
user-2568,User 2568,41,High School
user-2569,User 2569,61,High School
user-2570,User 2570,55,High School
user-2571,User 2571,50,PhD
user-2572,User 2572,48,Bachelor
user-2573,User 2573,44,High School
user-2574,User 2574,21,Bachelor
,User 2575,-1,
user-2576,User 2576,62,Master
user-2577,User 2577,56,Master
user-2578,User 2578,29,Bachelor
user-2579,User 2579,45,PhD
user-2580,User 2580,58,PhD
user-2581,User 2581,22,Master
user-2582,User 2582,31,High School
user-2583,User 2583,59,High School
user-2584,User 2584,57,Master
user-2585,User 2585,65,PhD
user-2586,User 2586,32,Master
user-2587,User 2587,60,Master
user-2588,User 2588,26,High School
user-2589,User 2589,53,High School
user-2590,User 2590,60,High School
user-2591,User 2591,33,PhD
user-2592,User 2592,56,Master
user-2593,User 2593,20,High School
user-2594,User 2594,19,PhD
user-2595,User 2595,20,High School
user-2596,User 2596,24,Master
user-2597,User 2597,50,Master
user-2598,User 2598,63,Bachelor
user-2599,User 2599,49,High School
,User 2600,-1,
user-2601,User 2601,34,PhD
user-2602,User 2602,37,Master
user-2603,User 2603,40,Master
user-2604,User 2604,21,Master
user-2605,User 2605,32,High School
user-2606,User 2606,52,Bachelor
user-2607,User 2607,27,Master
user-2608,User 2608,65,Master
user-2609,User 2609,18,PhD
user-2610,User 2610,64,Master
user-2611,User 2611,61,High School
user-2612,User 2612,27,Bachelor
user-2613,User 2613,35,High School
user-2614,User 2614,45,PhD
user-2615,User 2615,53,Bachelor
user-2616,User 2616,34,Bachelor
user-2617,User 2617,46,PhD
user-2618,User 2618,38,High School
user-2619,User 2619,65,Master
user-2620,User 2620,40,Bachelor
user-2621,User 2621,55,High School
user-2622,User 2622,23,High School
user-2623,User 2623,48,Bachelor
user-2624,User 2624,49,High School
,User 2625,-1,
user-2626,User 2626,41,Master
user-2627,User 2627,48,Bachelor
user-2628,User 2628,19,PhD
user-2629,User 2629,22,PhD
user-2630,User 2630,22,Master
user-2631,User 2631,35,PhD
user-2632,User 2632,24,High School
user-2633,User 2633,21,Master
user-2634,User 2634,56,Bachelor
user-2635,User 2635,43,PhD
user-2636,User 2636,58,Master
user-2637,User 2637,33,High School
user-2638,User 2638,45,Bachelor
user-2639,User 2639,39,Master
user-2640,User 2640,20,PhD
user-2641,User 2641,38,High School
user-2642,User 2642,65,PhD
user-2643,User 2643,39,Bachelor
user-2644,User 2644,44,High School
user-2645,User 2645,26,High School
user-2646,User 2646,25,Master
user-2647,User 2647,35,Master
user-2648,User 2648,24,PhD
user-2649,User 2649,63,PhD
,User 2650,-1,
user-2651,User 2651,44,Bachelor
user-2652,User 2652,24,PhD
user-2653,User 2653,60,PhD
user-2654,User 2654,60,High School
user-2655,User 2655,56,High School
user-2656,User 2656,21,PhD
user-2657,User 2657,47,PhD
user-2658,User 2658,39,PhD
user-2659,User 2659,58,Master
user-2660,User 2660,27,PhD
user-2661,User 2661,60,High School
user-2662,User 2662,57,High School
user-2663,User 2663,46,PhD
user-2664,User 2664,37,Bachelor
user-2665,User 2665,57,Bachelor
user-2666,User 2666,61,Bachelor
user-2667,User 2667,48,Bachelor
user-2668,User 2668,57,High School
user-2669,User 2669,50,High School
user-2670,User 2670,61,Master
user-2671,User 2671,61,Master
user-2672,User 2672,21,High School
user-2673,User 2673,61,Master
user-2674,User 2674,64,PhD
,User 2675,-1,
user-2676,User 2676,47,PhD
user-2677,User 2677,37,High School
user-2678,User 2678,35,Bachelor
user-2679,User 2679,58,High School
user-2680,User 2680,64,High School
user-2681,User 2681,43,Bachelor
user-2682,User 2682,57,PhD
user-2683,User 2683,46,Master
user-2684,User 2684,31,High School
user-2685,User 2685,55,PhD
user-2686,User 2686,33,High School
user-2687,User 2687,45,PhD
user-2688,User 2688,59,Bachelor
user-2689,User 2689,56,PhD
user-2690,User 2690,22,Master
user-2691,User 2691,32,Master
user-2692,User 2692,65,PhD
user-2693,User 2693,45,Bachelor
user-2694,User 2694,54,PhD
user-2695,User 2695,57,Master
user-2696,User 2696,53,Bachelor
user-2697,User 2697,58,Bachelor
user-2698,User 2698,55,High School
user-2699,User 2699,32,Master
,User 2700,-1,
user-2701,User 2701,26,Bachelor
user-2702,User 2702,19,High School
user-2703,User 2703,24,PhD
user-2704,User 2704,62,Bachelor
user-2705,User 2705,20,High School
user-2706,User 2706,33,PhD
user-2707,User 2707,48,Master
user-2708,User 2708,63,High School
user-2709,User 2709,36,PhD
user-2710,User 2710,43,Master
user-2711,User 2711,47,Master
user-2712,User 2712,44,High School
user-2713,User 2713,40,High School
user-2714,User 2714,41,Bachelor
user-2715,User 2715,51,PhD
user-2716,User 2716,26,Bachelor
user-2717,User 2717,27,PhD
user-2718,User 2718,42,Master
user-2719,User 2719,54,Master
user-2720,User 2720,21,High School
user-2721,User 2721,35,Bachelor
user-2722,User 2722,33,High School
user-2723,User 2723,33,Master
user-2724,User 2724,47,PhD
,User 2725,-1,
user-2726,User 2726,46,High School
user-2727,User 2727,57,PhD
user-2728,User 2728,21,Bachelor
user-2729,User 2729,43,Master
user-2730,User 2730,37,Bachelor
user-2731,User 2731,29,Master
user-2732,User 2732,54,Master
user-2733,User 2733,26,PhD
user-2734,User 2734,63,Bachelor
user-2735,User 2735,28,Bachelor
user-2736,User 2736,51,Master
user-2737,User 2737,40,PhD
user-2738,User 2738,26,Master
user-2739,User 2739,55,Bachelor
user-2740,User 2740,45,High School
user-2741,User 2741,21,Bachelor
user-2742,User 2742,25,Master
user-2743,User 2743,58,PhD
user-2744,User 2744,41,Bachelor
user-2745,User 2745,34,PhD
user-2746,User 2746,29,Bachelor
user-2747,User 2747,24,Master
user-2748,User 2748,43,Bachelor
user-2749,User 2749,34,Bachelor
,User 2750,-1,
user-2751,User 2751,37,High School
user-2752,User 2752,19,PhD
user-2753,User 2753,35,Master
user-2754,User 2754,26,Bachelor
user-2755,User 2755,55,PhD
user-2756,User 2756,30,Master
user-2757,User 2757,56,PhD
user-2758,User 2758,52,PhD
user-2759,User 2759,27,PhD
user-2760,User 2760,63,PhD
user-2761,User 2761,29,Bachelor
user-2762,User 2762,59,Bachelor
user-2763,User 2763,30,PhD
user-2764,User 2764,19,Master
user-2765,User 2765,37,Master
user-2766,User 2766,51,PhD
user-2767,User 2767,57,PhD
user-2768,User 2768,53,Master
user-2769,User 2769,35,Bachelor
user-2770,User 2770,63,Master
user-2771,User 2771,25,High School
user-2772,User 2772,42,Master
user-2773,User 2773,22,Bachelor
user-2774,User 2774,18,Bachelor
,User 2775,-1,
user-2776,User 2776,44,PhD
user-2777,User 2777,46,High School
user-2778,User 2778,20,Bachelor
user-2779,User 2779,59,High School
user-2780,User 2780,45,Master
user-2781,User 2781,45,Master
user-2782,User 2782,40,Master
user-2783,User 2783,35,High School
user-2784,User 2784,38,High School
user-2785,User 2785,64,Bachelor
